DATE,Chapter,Adm2,PROVINCE,Adm3,Municipality,Adm4,BARANGAY,SITE,FAMILIES,INDIVIDUALS,FOOD_TOT,EmRelief_TOT,Shelter_TOT,Ration_2day,Ration_2week,Blankets,MosquitoNet,Jerry_10L,Jerry_20L,PlasticSleepingMat,HygieneKit,KitchenSet,CleaningKit,Tarpaulin,Tent,SRK,BottleWater_1L,Tracing,PSP,HotMeal,PairSlippers,LoafBread,UsedClothes,BathSoap,CGI,Shampoo_2dozen,CashForRelief,Jerry_collapsible,Donor_NOTE,DONOR,PNS_name
11/20/13,Leyte Chapter,837,Leyte,83747,Tacloban City,#N/A,Burgos,Rizal Central School,387,1885,0,2655,0,,,756,756,,,756,387,,,,,,,,,,,,,,,,,,PRC,PRC,
11/20/13,Leyte Chapter,837,Leyte,83747,Tacloban City,#N/A,Nulatula,,523,2615,523,0,0,523,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/18/13,Leyte Chapter,837,Leyte,83747,Tacloban City,#N/A,sagkahan,Astrodome / Convention Center (EC),345,1600,320,0,0,,,,,,,,,,,,,,,,,,,320,,,,,,, AusAID/ Gardenia,PRC,
11/17/13,Leyte Chapter,837,Leyte,83747,Tacloban City,#N/A,Brgy. 31 ,Leyte Progressive School (EC),125,557,500,0,0,,,,,,,,,,,,,,,,,,,500,,,,,,, Gardenia,PRC,
11/15/13,Leyte Chapter,837,Leyte,83747,Tacloban City,#N/A,Brgy.91,Abukay Bus Terminal (DS),193,965,193,0,0,,,,,,,,,,,,,,180,,,,,193,,,,,,, Gardenia,PRC,
11/15/13,Leyte Chapter,837,Leyte,83747,Tacloban City,#N/A,imelda,Daptours Bus Terminal(DS),280,1400,280,0,0,,,,,,,,,,,,,,200,,,,,280,,,,,,, Gardenia,PRC,
2/1/14,Leyte Chapter,837,Leyte,83748,Tanauan,#N/A,,,1526,7630,1526,0,0,1526,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
12/8/13,Leyte Chapter,837,Leyte,83748,Tanauan,#N/A,(all barangays),,500,,0,0,500,,,,,,,,,,,500,,,,,,,,,,,,,,,ERU Relief American,IFRC,
11/29/13,Leyte Chapter,837,Leyte,83748,Tanauan,#N/A,Silvano,,130,650,130,0,0,130,,,,,,,,,,,,,,,,,,,,,,,,,AusAID,PRC,
11/22/13,Leyte Chapter,837,Leyte,83748,Tanauan,#N/A,"Sakme, Limbohan guti, Limbohan Dalcu, Catmon",,574,2870,574,0,0,574,,,,,,,,,,,,,2870,,,,,,,,,,,,Coca-Cola,PRC,
12/28/13,Leyte Chapter,837,Leyte,83749,TOLOSA,#N/A,DONA BRIGIDA,,592,2960,592,0,0,592,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/28/13,Leyte Chapter,837,Leyte,83749,Tolosa,#N/A,Dona Brigrad,,506,,0,485,506,,,,,,485,,,,,506,,,,,,,,,,,,,,,ERU Relief American,IFRC,
11/19/13,Leyte Chapter,837,Leyte,83749,TOLOSA,#N/A,Brgy Malabog,Malabog Brgy. Hall,284,1420,284,284,0,284,,,,284,,,,,,,,,,,,,,,,,,,,,AusAID,PRC,
12/2/13,Leyte Chapter,837,Leyte,83750,TUNGA,#N/A,"BRGY, PEDRO",,189,945,189,0,0,189,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
12/2/13,Leyte Chapter,837,Leyte,83750,TUNGA,#N/A,BRGY. ASTROGA,,196,989,196,0,0,196,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
12/2/13,Leyte Chapter,837,Leyte,83750,TUNGA,#N/A,BRGY. BANAWANG,,156,780,156,0,0,156,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
12/2/13,Leyte Chapter,837,Leyte,83750,TUNGA,#N/A,BRGY. BATURI,,196,980,196,0,0,196,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
12/2/13,Leyte Chapter,837,Leyte,83750,TUNGA,#N/A,BRGY. SAN ANTONIO,,235,1175,235,0,0,235,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
12/2/13,Leyte Chapter,837,Leyte,83750,TUNGA,#N/A,BRGY. SAN ROQUE,,212,1060,212,0,0,212,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
12/2/13,Leyte Chapter,837,Leyte,83750,TUNGA,#N/A,BRGY. SAN VICENTe,,218,1090,218,0,0,218,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
12/2/13,Leyte Chapter,837,Leyte,83750,TUNGA,#N/A,BRGY. STO. NINO,,162,810,162,0,0,162,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/20/13,Leyte Chapter,837,Leyte,83748,Tanauan,83748009,Binolo,,96,480,0,672,0,,,192,192,,,192,96,,,,,,,,,,,,,,,,,,PRC,PRC,
11/20/13,Leyte Chapter,837,Leyte,83749,TOLOSA,83749001,Burak,,177,885,177,0,0,177,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/20/13,Leyte Chapter,837,Leyte,83749,TOLOSA,83749003,Cantariwis,,131,655,131,0,0,131,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/20/13,Leyte Chapter,837,Leyte,83749,TOLOSA,83749009,Quilao,,370,1850,370,0,0,370,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/20/13,Leyte Chapter,837,Leyte,83749,TOLOSA,83749011,San Vicente,,281,1405,281,0,0,281,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/16/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738065,Mahayahay,,261,488,146,0,0,146,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/16/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738066,Manlilinao,,720,2992,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/16/13,Leyte Chapter,837,Leyte,83748,Tanauan,83748046,San Roque,Petron Gas Station (DS),935,4675,935,0,0,935,,,,,,,,,,,,,,,,,,,,,,,,, Gardenia,PRC,
11/15/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738107,Danhug,,400,1180,330,0,0,330,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/14/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738061,Mabini,,400,1200,278,0,0,278,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508007,Consing,Brgy. Alicante Covered Court,22,104,22,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508002,Alicante,Brgy. Alicante Covered Court,22,111,22,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508016,Pasil,Brgy. Alicante Covered Court,31,149,31,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508015,Nanca,Brgy. Alicante Covered Court,12,61,12,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508006,Batea,Brgy. Alicante Covered Court,36,165,36,0,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508008,Cudangdang,Brgy. Alicante Covered Court,5,29,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508014,Manta-angan,Brgy. Alicante Covered Court,21,103,21,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508001,Alacaygan,Brgy. Alicante Covered Court,29,132,29,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508009,Damgo,Wilkinson Municipal Gym,15,73,15,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508021,Tanza,Wilkinson Municipal Gym,5,31,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508018,San Jose,Wilkinson Municipal Gym,10,32,10,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508017,San Isidro,Wilkinson Municipal Gym,9,28,9,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508022,Tuburan,Wilkinson Municipal Gym,22,99,22,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508010,Gahit,Wilkinson Municipal Gym,6,25,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,64508012,Latasan,Wilkinson Municipal Gym,19,84,19,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,64524018,Quezon,Quezon Brgy Hall,6,24,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,64524008,Nataban,Nataban Brgy Hall,6,24,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,64524020,San Juan,San Juan Brgy Hall,2,7,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,64524019,Rizal,Rizal Brgy Hall,1,8,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,64524009,Palampas,Palampas Brgy Hall,5,22,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,64524017,Punao,Punao Brgy Hall,6,12,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,64524016,Prosperidad,Prosperidad Brgy Hall,7,20,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,64524002,Buluangan,Buluangan Brgy Hall,2,8,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,64524001,Bagonbon,Bagonbon Brgy Hall,2,11,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,64524004,Codcod,Codcod Brgy Hall,5,16,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,64509021,Washington,City Plaza,92,254,92,0,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,64509001,Alimango,City Plaza,45,172,45,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,64509014,Malasibog,City Plaza,28,116,28,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,64509012,Libertad,City Plaza,11,34,11,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,64509007,Dian-ay,City Plaza,5,28,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,64509020,Udtongan,City Plaza,12,54,12,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,64509019,Tamlang,City Plaza,11,42,11,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,64509010,Japitan,City Plaza,19,85,19,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,64509004,Binaguiohan,City Plaza,11,49,11,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,64509003,Magsaysay,City Plaza,11,49,11,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,64509015,Paitan,City Plaza,2,11,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,64509013,Mabini,City Plaza,20,83,20,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,64509005,Buenavista,City Plaza,15,62,15,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64507,Cauayan,64507004,Poblacion,Municipal Hall,13,56,13,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64507,Cauayan,64507022,Masaling,Municipal Hall,5,14,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64507,Cauayan,64507009,Caliling,Municipal Hall,11,49,11,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64507,Cauayan,64507016,Isio,Municipal Hall,3,18,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64507,Cauayan,64507014,Guiljungan,Municipal Hall,3,13,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64507,Cauayan,64507032,Yao-Yao,Municipal Hall,1,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64507,Cauayan,64507015,Inayawan,Municipal Hall,1,5,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64507,Cauayan,64507008,Bulata,Municipal Hall,3,17,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64507,Cauayan,64507002,Baclao,Municipal Hall,5,29,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/12/13,Negros Occidental Chapter,645,Negros Occidental,64504,Cadiz City,#N/A,Dungca-an,Dungca-an Brgy Hall,72,326,72,0,0,72,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/12/13,Negros Occidental Chapter,645,Negros Occidental,64504,Cadiz City,#N/A,Bresko,Bresko Brgy Hall,1,4,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,#N/A,Minapasok,Brgy. Marcelo Gym,27,140,27,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,#N/A,Cabunghan,Brgy. Suba Gym,25,125,25,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,#N/A,1,Brgy. Alicante Covered Court,11,56,11,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,#N/A,2,Brgy. Alicante Covered Court,6,32,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,#N/A,3,Brgy. Alicante Covered Court,8,61,8,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,#N/A,Tamengtong,Wilkinson Municipal Gym,13,52,13,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,#N/A,Tabique,Wilkinson Municipal Gym,18,96,18,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,#N/A,Sto. Nino,Wilkinson Municipal Gym,23,111,23,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,#N/A,Cauinsong,Wilkinson Municipal Gym,2,4,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64508,Enrique B. Magalona,#N/A,Madalang,Wilkinson Municipal Gym,25,150,25,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,#N/A,Pinpug-asan,City Plaza,10,36,10,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,#N/A,Jonob-Jonob,City Plaza,46,175,46,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Negros Occidental Chapter,645,Negros Occidental,64509,Escalante City,#N/A,Had. Fe,City Plaza,1,5,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,#N/A,1,1 Brgy Hall,2,6,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,#N/A,2,2 Brgy Hall,2,11,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,#N/A,6,6 Brgy Hall,2,6,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Negros Occidental Chapter,645,Negros Occidental,64524,San Carlos City,#N/A,5,5 Brgy Hall,1,4,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/19/13,Negros Occidental Chapter,645,Negros Occidental,64529,Toboso,#N/A,Gen. Luna,Municipal Covered Court,11,43,11,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc.,PRC,
11/19/13,Negros Occidental Chapter,645,Negros Occidental,64529,Toboso,64529001,Bandila,Municipal Covered Court,16,69,16,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/19/13,Negros Occidental Chapter,645,Negros Occidental,64529,Toboso,64529002,Bug-ang,Municipal Covered Court,35,96,35,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/19/13,Negros Occidental Chapter,645,Negros Occidental,64529,Toboso,64529005,Poblacion,Municipal Covered Court,38,163,38,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/19/13,Negros Occidental Chapter,645,Negros Occidental,64529,Toboso,64529006,Salamanca,Municipal Covered Court,32,153,32,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/19/13,Negros Occidental Chapter,645,Negros Occidental,64529,Toboso,64529008,San Jose,Municipal Covered Court,30,148,30,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/19/13,Negros Occidental Chapter,645,Negros Occidental,64529,Toboso,64529007,San Isidro,Municipal Covered Court,25,132,25,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/19/13,Negros Occidental Chapter,645,Negros Occidental,64529,Toboso,64529009,Tabun-ac,Municipal Covered Court,7,41,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/19/13,Negros Occidental Chapter,645,Negros Occidental,64529,Toboso,64529004,Magticol,Municipal Covered Court,16,65,16,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/19/13,Negros Occidental Chapter,645,Negros Occidental,64523,Sagay City,64523016,Paraiso,Brgy. Paraiso Covered Court,470,2261,940,0,0,470,,,,,,,,,,,,,,,,470,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/19/13,Negros Occidental Chapter,645,Negros Occidental,64523,Sagay City,64523004,Bulanon,Brgy. Bulanon Covered Court,280,1247,560,0,0,280,,,,,,,,,,,,,,,,280,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/19/13,Negros Occidental Chapter,645,Negros Occidental,64523,Sagay City,64523025,Vito,Brgy. Vito Covered Court,273,1188,546,0,0,273,,,,,,,,,,,,,,,,273,,,,,,,,,PJL Enterprises,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505024,Marcelo,Brgy. Marcelo Gym,24,126,24,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505015,Laga-an,Brgy. Marcelo Gym,5,25,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505028,Mahilum,Brgy. Suba Gym,10,50,10,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505039,Tigbao,Brgy. Suba Gym,10,50,10,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505004,Bantayanon,Brgy. Suba Gym,8,40,8,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505031,Patun-an,Brgy. Suba Gym,3,15,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505040,Tigbon,Brgy. Suba Gym,8,40,8,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505014,Ilaya,Brgy. Suba Gym,4,20,4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505019,Lo-ok,Brgy. Suba Gym,4,20,4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505018,Lipat-on,Brgy. Suba Gym,10,50,10,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505009,Castellano,Brgy. Suba Gym,5,25,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505017,Lemery,Brgy. Suba Gym,6,30,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505037,Suba,Brgy. Suba Gym,28,140,28,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505041,Winaswasan,Brgy. Malatas Covered Court,13,65,13,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505038,Telim,Brgy. Malatas Covered Court,6,30,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505029,Paghumayan,Brgy. Malatas Covered Court,3,15,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505020,Ma-aslob,Brgy. Malatas Covered Court,1,5,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505021,Macasilao,Brgy. Malatas Covered Court,13,65,13,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/16/13,Negros Occidental Chapter,645,Negros Occidental,64505,Calatrava,64505030,Pantao,Brgy. Malatas Covered Court,18,90,18,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,Coca-Cola Bottlers Inc. and Gardenia,PRC,
11/12/13,Negros Occidental Chapter,645,Negros Occidental,64504,Cadiz City,64504014,Daga,Daga Brgy Hall,22,105,22,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/12/13,Negros Occidental Chapter,645,Negros Occidental,64523,Sagay City,64523022,Taba-ao,Sitio Tagnipis Covered Court,101,568,197,0,0,101,,,,,,,,,,,,,,,,96,,,,,,,,,,PRC,
1/28/14,Palawan Chapter,1753,Palawan,175309,Coron,175309012,Malawig,,179,789,0,0,179,,,,,,,,,,,,,179,,,,,,,,,,,179,,Swiss RC,PNS,Swiss Red Cross
