DATE,Chapter,Adm2,PROVINCE,Adm3,Municipality,Adm4,BARANGAY,SITE,FAMILIES,INDIVIDUALS,FOOD_TOT,EmRelief_TOT,Shelter_TOT,Ration_2day,Ration_2week,Blankets,MosquitoNet,Jerry_10L,Jerry_20L,PlasticSleepingMat,HygieneKit,KitchenSet,CleaningKit,Tarpaulin,Tent,SRK,BottleWater_1L,Tracing,PSP,HotMeal,PairSlippers,LoafBread,UsedClothes,BathSoap,CGI,Shampoo_2dozen,CashForRelief,Jerry_collapsible,Donor_NOTE,DONOR,PNS_name
11/20/13,Cebu Chapter,722,Cebu,72221,Daanbantayan,#N/A,Dalingding/Tinubdan,,1045,,0,2090,1045,,,,,,1045,,1045,,,1045,,,,,,,,,,,,,,,FACT,IFRC,
11/15/13,Cebu Chapter,722,Cebu,72221,Daanbantayan,72221010,Logon,(Malapascua),1300,,0,1300,0,,,,,,1300,,,,,,,,,,,,,,,,,,,,FACT,IFRC,
11/15/13,Cebu Chapter,722,Cebu,72221,Daanbantayan,#N/A,,Municipal Hall,35,175,0,0,35,,,,,,,,,,,,35,,,,,,,,,,,,,,Local Chapter,PRC,
11/15/13,Cebu Chapter,722,Cebu,72221,Daanbantayan,#N/A,,Municipal Hall,180,900,0,180,0,,,,,,,,,180,,,,,,,,,,,,,,,,,Local Chapter,PRC,
11/15/13,Cebu Chapter,722,Cebu,72221,Daanbantayan,#N/A,,Municipal Hall,150,750,0,150,0,,,,,150,,,,,,,,,,,,,,,,,,,,,Local Chapter,PRC,
11/15/13,Cebu Chapter,722,Cebu,72221,Daanbantayan,72221010,Logon,Malapascua Island,1300,6500,1300,1300,0,1300,,,,1300,,,,,,,,,3900,,,,,,,,,,,,Local Chapter,PRC,
1/30/14,Cebu Chapter,722,Cebu,72231,Medellin,72231016,Don Virgilio Gonzales,,94,470,0,188,0,,,,,,,,94,94,,,,,,,,,,,,,,,94,,,PNS,GRC
1/30/14,Cebu Chapter,722,Cebu,72231,Medellin,#N/A,Caputatan,,198,990,0,396,0,,,,,,,,198,198,,,,,,,,,,,,,,,198,,,PNS,GRC
1/30/14,Cebu Chapter,722,Cebu,72231,Medellin,#N/A,Caputatan,,373,1865,0,746,0,,,,,,,,373,373,,,,,,,,,,,,,,,373,,,PNS,GRC
12/18/13,Cebu Chapter,722,Cebu,72231,MEDELLIN,72231006,Gibitngil,"GIBITNGIL ISLAND, BARANGAY HALL",400,2000,400,0,0,,400,,,,,,,,,,,,,,,,,,,,,,,,Local Chapter,PRC,
12/18/13,Cebu Chapter,722,Cebu,72231,MEDELLIN,72231006,Gibitngil,"GIBITNGIL ISLAND, BARANGAY HALL",400,2000,0,1600,0,,,,,800,,,800,,,,,,,,,,,,,,,,,,,PRC,
12/18/13,Cebu Chapter,722,Cebu,72231,MEDELLIN,72231006,Gibitngil,"GIBITNGIL ISLAND, BARANGAY HALL",400,2000,0,0,400,,,,,,,,,,,400,,,,,,,,,,,,,,,,PRC,
12/18/13,Cebu Chapter,722,Cebu,72231,MEDELLIN,72231006,Gibitngil,"GIBITNGIL ISLAND, BARANGAY HALL",400,2000,0,0,400,,,,,,,,,,,,,400,,,,,,,,,,,,,,PRC,
12/18/13,Cebu Chapter,722,Cebu,72231,MEDELLIN,72231006,Gibitngil,"GIBITNGIL ISLAND, BARANGAY HALL",400,2000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
12/18/13,Cebu Chapter,722,Cebu,72231,MEDELLIN,72231006,Gibitngil,"GIBITNGIL ISLAND, BARANGAY HALL",200,1000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
12/18/13,Cebu Chapter,722,Cebu,72231,MEDELLIN,72231006,Gibitngil,"GIBITNGIL ISLAND, BARANGAY HALL",400,2000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/26/13,Cebu Chapter,722,Cebu,72231,Medellin,72231003,Daanlungsod,Daang Lungsod,125,625,125,0,0,125,,,,,,,,,,,,,,,,,,,,,,,,,Local Chapter,PRC,
11/11/13,Cebu Chapter,722,Cebu,72231,Medellin,#N/A,,Health Center,400,2000,0,0,0,,,,,,,,,,,,,,2000,,,,,,,,,,,,Local Chapter,PRC,
12/10/13,Cebu Chapter,722,Cebu,72243,San Remigio,72243026,To-Ong,Toong,77,,0,385,77,,,154,,,77,154,,,,77,,,,,,,,,,,,,,,FACT,IFRC,
12/3/13,Cebu Chapter,722,Cebu,72243,San Remigio,72243010,Gawaygaway,Gaway-gaway,323,1615,323,0,0,323,,,,,,,,,,,,,,,,,,,,,,,,,Local Chapter,PRC,
12/3/13,Cebu Chapter,722,Cebu,72243,San Remigio,72243019,Mano,Maœo,808,4040,808,0,0,808,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
12/3/13,Cebu Chapter,722,Cebu,72243,San Remigio,72243004,Bancasan,Bancasag,422,2110,422,0,0,422,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
12/3/13,Cebu Chapter,722,Cebu,72243,San Remigio,72243024,Tacup,Takup,362,1810,362,0,0,362,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/11/13,Cebu Chapter,722,Cebu,72247,Sogod,#N/A,,Sogod District Hospital,400,2000,0,0,0,,,,,,,,,,,,,,2000,,,,,,,,,,,,Local Chapter,PRC,
12/2/13,Cebu Chapter,722,Cebu,72248,Tabogon,#N/A,,Municipality (PWDs),299,1495,299,0,0,299,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/29/13,Cebu Chapter,722,Cebu,72248,Tabogon,72248005,Canaocanao,Canao-canao,385,1925,385,0,0,385,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/21/13,Cebu Chapter,722,Cebu,72249,Tabuelan,72249005,Kanlim-Ao,Kalim-ao,258,1290,258,516,0,258,,,,,,258,,,,,,,1548,,,,258,,,,,,,,,PRC,
11/21/13,Cebu Chapter,722,Cebu,72249,Tabuelan,72249013,Mabunao,Mabun-ao,258,1290,258,516,0,258,,,,,,258,,,,,,,1548,,,,258,,,,,,,,,PRC,
11/21/13,Cebu Chapter,722,Cebu,72249,Tabuelan,72249019,VillaHermosa,Villa Hermosa,165,825,165,330,0,165,,,,,,165,,,,,,,990,,,,165,,,,,,,,,PRC,
12/18/13,Cebu Chapter,722,Cebu,72231,Medellin,72231006,Gibitngil,,400,,0,400,800,,,,,,,,400,,,400,,400,,,,,,,,,,,,,FACT,IFRC,
12/14/13,Cebu Chapter,722,Cebu,72221,Daanbantayan,72221013,Maya,,467,,0,0,467,,,,,,,,,,,,,467,,,,,,,,,,,,,FACT,IFRC,
12/10/13,Cebu Chapter,722,Cebu,72243,San Remigio,72243002,Argawanon,,378,,0,1890,378,,,756,,,378,756,,,,378,,,,,,,,,,,,,,,FACT,IFRC,
12/4/13,Cebu Chapter,722,Cebu,72211,Bogo City,72211027,Siocon,,347,1735,347,0,0,347,,,,,,,,,,,,,,,,,,,,,,,,,Local Chapter,PRC,
12/4/13,Cebu Chapter,722,Cebu,72211,Bogo City,72211011,Gairan,,298,1490,298,0,0,298,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
12/2/13,Cebu Chapter,722,Cebu,72248,Tabogon,72248025,Tapul,,546,2730,546,0,0,546,,,,,,,,,,,,,,,,,,,,,,,,,Local Chapter,PRC,
11/29/13,Cebu Chapter,722,Cebu,72231,Medellin,72231015,Tindog,,874,4370,874,0,0,874,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/29/13,Cebu Chapter,722,Cebu,72248,Tabogon,72248004,Camoboan,,325,1625,325,0,0,325,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/29/13,Cebu Chapter,722,Cebu,72248,Tabogon,72248010,Libjo,,166,830,166,0,0,166,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/29/13,Cebu Chapter,722,Cebu,72248,Tabogon,72248012,Mabuli,,256,1280,256,0,0,256,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/29/13,Cebu Chapter,722,Cebu,72248,Tabogon,72248013,Managase,,260,1300,260,0,0,260,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/29/13,Cebu Chapter,722,Cebu,72248,Tabogon,72248025,Tapul,,269,1345,269,0,0,269,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/27/13,Cebu Chapter,722,Cebu,72221,Daanbantayan,72221013,Maya,,1500,7500,1500,0,0,1500,,,,,,,,,,,,,,,,,,,,,,,,,Local Chapter,PRC,
11/26/13,Cebu Chapter,722,Cebu,72211,Bogo City,72211027,Siocon,,440,2200,440,0,0,440,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/26/13,Cebu Chapter,722,Cebu,72211,Bogo City,72211019,Nailon,,400,2000,400,0,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Cebu Chapter,722,Cebu,72221,Daanbantayan,72221013,Maya,,725,,0,1450,725,,,,,,725,,725,,,725,,,,,,,,,,,,,,,FACT,IFRC,
11/23/13,Cebu Chapter,722,Cebu,72221,Daanbantayan,72221013,Maya,,653,,0,1306,653,,,,,,653,,653,,,653,,,,,,,,,,,,,,,FACT,IFRC,
11/22/13,Cebu Chapter,722,Cebu,72209,Bantayan,72209010,Kabangbang,,9,45,0,36,18,,,,18,,9,,9,,,18,,,,,,,,,,,,,,,GRC,PNS,German Red Cross
11/22/13,Cebu Chapter,722,Cebu,72209,Bantayan,72209019,Putian,,20,100,0,80,40,,,,40,,20,,20,,,40,,,,,,,,,,,,,,,,PNS,German Red Cross
11/22/13,Cebu Chapter,722,Cebu,72209,Bantayan,72209026,Ticad,,74,370,0,296,74,,,,148,,74,,,74,,,,74,,,,,,,,,,,,,,PNS,German Red Cross
11/21/13,Cebu Chapter,722,Cebu,72209,Bantayan,72209002,Baigad,,426,2130,0,1704,426,,,,852,,426,,,426,,,,426,,,,,,,,,,,,,GRC,PNS,German Red Cross
11/21/13,Cebu Chapter,722,Cebu,72221,Daanbantayan,72221013,Maya,,500,,0,1000,500,,,,,,500,,500,,,500,,,,,,,,,,,,,,,FACT,IFRC,
11/21/13,Cebu Chapter,722,Cebu,72249,Tabuelan,72249016,Poblacion,,798,3990,798,1596,0,798,,,,,,798,,,,,,,4788,,,,798,,,,,,,,Local Chapter in cooperation with Coca-Cola Company and former Gov. George Go,PRC,
11/21/13,Cebu Chapter,722,Cebu,72249,Tabuelan,72249017,Tabunok,,525,2625,525,1050,0,525,,,,,,525,,,,,,,3150,,,,525,,,,,,,,,PRC,
11/21/13,Cebu Chapter,722,Cebu,72249,Tabuelan,72249015,Olivo,,383,1915,383,766,0,383,,,,,,383,,,,,,,2298,,,,383,,,,,,,,,PRC,
11/21/13,Cebu Chapter,722,Cebu,72249,Tabuelan,72249018,Tigbawan,,450,2250,450,900,0,450,,,,,,450,,,,,,,2700,,,,450,,,,,,,,,PRC,
11/21/13,Cebu Chapter,722,Cebu,72249,Tabuelan,72249014,Maravilla,,625,3125,625,1250,0,625,,,,,,625,,,,,,,3750,,,,625,,,,,,,,,PRC,
11/21/13,Cebu Chapter,722,Cebu,72249,Tabuelan,72249006,Kanluhangon,,156,780,156,312,0,156,,,,,,156,,,,,,,936,,,,156,,,,,,,,,PRC,
11/21/13,Cebu Chapter,722,Cebu,72249,Tabuelan,72249008,Kantubaon,,410,2050,410,820,0,410,,,,,,410,,,,,,,2460,,,,410,,,,,,,,,PRC,
11/21/13,Cebu Chapter,722,Cebu,72249,Tabuelan,72249001,Bongon,,659,3295,659,1318,0,659,,,,,,659,,,,,,,3954,,,,659,,,,,,,,,PRC,
11/21/13,Cebu Chapter,722,Cebu,72249,Tabuelan,72249010,Dalid,,284,1420,284,568,0,284,,,,,,284,,,,,,,1704,,,,284,,,,,,,,,PRC,
11/19/13,Cebu Chapter,722,Cebu,72209,Bantayan,72209019,Putian,,424,2120,0,1696,848,,,,848,,424,,424,,,848,,,,,,,,,,,,,,,GRC,PNS,German Red Cross
11/18/13,Cebu Chapter,722,Cebu,72209,Bantayan,72209010,Kabangbang,,547,2735,0,2188,1094,,,,1094,,547,,547,,,1094,,,,,,,,,,,,,,,GRC,PNS,German Red Cross
11/18/13,Cebu Chapter,722,Cebu,72211,Bogo City,72211002,Anonang Norte,,500,,0,1000,500,,,,,,500,,500,,,500,,,,,,,,,,,,,,,FACT,IFRC,
11/17/13,Cebu Chapter,722,Cebu,72248,Tabogon,72248010,Libjo,Brgy. Hall,1500,7500,1500,0,0,1500,,,,,,,,,,,,,,,,,,,,,,,,,Local Chapter,PRC,
11/16/13,Cebu Chapter,722,Cebu,72231,Medellin,72231014,Poblacion,,500,,0,1000,500,,,,,,500,,500,,,500,,,,,,,,,,,,,,,FACT,IFRC,
11/15/13,Cebu Chapter,722,Cebu,72221,Daanbantayan,72221002,Bagay,Sitio Fatima,117,585,117,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,Local Chapter,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,#N/A,,,276,1380,276,304,38,276,,76,76,,38,76,38,,,38,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501006,Doa Helene,Doœa Helen,4,20,4,32,4,4,,8,8,,4,8,4,,,4,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501004,Coring,Sitio Yabyaban,23,115,23,0,0,23,,0,0,,,0,,,,,,,,,,,,,,,,,,,,PRC,
1/8/14,Surigao del Norte Chapter,1685,Dinagat Islands,168502,Cagdianao,#N/A,,,445,2225,445,2192,274,445,,548,548,,274,548,274,,,274,,,,,,,,,,,,,,,,PRC,
1/6/14,Surigao del Norte Chapter,1685,Dinagat Islands,168502,Cagdianao,168502004,Laguna,Upper Laguna,1,5,1,8,1,1,,2,2,,1,2,1,,,1,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168503,Dinagat,#N/A,,,245,1225,245,0,0,245,,0,0,,,0,,,,,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168504,Libjo,#N/A,,,165,825,165,160,20,165,,40,40,,20,40,20,,,20,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168504,Libjo,168504006,General Aguinaldo,,21,105,21,48,6,21,,12,12,,6,12,6,,,6,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168504,Libjo,168504007,Kanihaan,,32,160,32,0,0,32,,0,0,,,0,,,,,,,,,,,,,,,,,,,,PRC,
12/20/13,Surigao del Norte Chapter,1685,Dinagat Islands,168505,Loreto,#N/A,,,633,3165,633,4240,530,633,,1060,1060,,530,1060,530,,,530,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168506,San Jose,#N/A,,,154,770,154,432,54,154,,108,108,,54,108,54,,,54,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168506,San Jose,168506002,Cuarinta,Cuarenta,10,50,10,80,10,10,,20,20,,10,20,10,,,10,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168506,San Jose,168506012,Wilson,Wison,43,215,43,72,9,43,,18,18,,9,18,9,,,9,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168506,San Jose,168506003,Don Ruben Ecleo,,3,15,3,24,3,3,,6,6,,3,6,3,,,3,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168506,San Jose,168506011,Santa Cruz,,3,15,3,24,3,3,,6,6,,3,6,3,,,3,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168506,San Jose,168506005,Justiniana Edera,,2,10,2,16,2,2,,4,4,,2,4,2,,,2,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168507,Tubajon,#N/A,,,532,2660,532,272,34,532,,68,68,,34,68,34,,,34,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168507,Tubajon,168507009,Santa Cruz,,227,1135,227,88,11,227,,22,22,,11,22,11,,,11,,,,,,,,,,,,,,,,PRC,
1/8/14,Surigao del Norte Chapter,1685,Dinagat Islands,168502,Cagdianao,168502005,Legaspi,,22,110,22,16,2,22,,4,4,,2,4,2,,,2,,,,,,,,,,,,,,,,PRC,
1/8/14,Surigao del Norte Chapter,1685,Dinagat Islands,168504,Libjo,168504003,Bayanihan,,25,125,25,32,4,25,,8,8,,4,8,4,,,4,,,,,,,,,,,,,,,,PRC,
1/7/14,Surigao del Norte Chapter,1685,Dinagat Islands,168502,Cagdianao,168502012,Valencia,,320,1600,320,1352,169,320,,338,338,,169,338,169,,,169,,,,,,,,,,,,,,,,PRC,
1/7/14,Surigao del Norte Chapter,1685,Dinagat Islands,168502,Cagdianao,168502001,Boa,,100,500,100,800,100,100,,200,200,,100,200,100,,,100,,,,,,,,,,,,,,,,PRC,
1/6/14,Surigao del Norte Chapter,1685,Dinagat Islands,168502,Cagdianao,168502008,Poblacion,,2,10,2,16,2,2,,4,4,,2,4,2,,,2,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501002,Catadman,,60,300,60,56,7,60,,14,14,,7,14,7,,,7,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501010,Melgar,,61,305,61,32,4,61,,8,8,,4,8,4,,,4,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501022,New Nazareth,,4,20,4,32,4,4,,8,8,,4,8,4,,,4,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501027,Villa Ecleo,,4,20,4,32,4,4,,8,8,,4,8,4,,,4,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501011,Montag,,3,15,3,24,3,3,,6,6,,3,6,3,,,3,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501018,Tag-abaca,,3,15,3,24,3,3,,6,6,,3,6,3,,,3,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501003,Columbus,,13,65,13,24,3,13,,6,6,,3,6,3,,,3,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501020,Diegas,,2,10,2,16,2,2,,4,4,,2,4,2,,,2,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501005,Cortes,,15,75,15,8,1,15,,2,2,,1,2,1,,,1,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501021,Edera,,1,5,1,8,1,1,,2,2,,1,2,1,,,1,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501028,Villa Pantinople,,1,5,1,8,1,1,,2,2,,1,2,1,,,1,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501019,Benglen,,1,5,1,8,1,1,,2,2,,1,2,1,,,1,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501004,Coring,,14,70,14,0,0,14,,0,0,,,0,,,,,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501016,Roxas,,9,45,9,0,0,9,,0,0,,,0,,,,,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501009,Imee,,26,130,26,0,0,26,,0,0,,,0,,,,,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501013,Poblacion,,9,45,9,0,0,9,,0,0,,,0,,,,,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501017,Sering,,22,110,22,0,0,22,,0,0,,,0,,,,,,,,,,,,,,,,,,,,PRC,
12/27/13,Surigao del Norte Chapter,1685,Dinagat Islands,168501,Basilisa,168501012,Navarro,,1,5,1,0,0,1,,0,0,,,0,,,,,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168503,Dinagat,168503003,Cabayawan,,100,500,100,0,0,100,,0,0,,,0,,,,,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168503,Dinagat,168503002,Cab-ilan,,104,520,104,0,0,104,,0,0,,,0,,,,,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168503,Dinagat,168503012,White Beach,,41,205,41,0,0,41,,0,0,,,0,,,,,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168506,San Jose,168506006,Luna,,12,60,12,96,12,12,,24,24,,12,24,12,,,12,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168506,San Jose,168506001,Aurelio,,7,35,7,56,7,7,,14,14,,7,14,7,,,7,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168506,San Jose,168506008,Matingbe,,70,350,70,32,4,70,,8,8,,4,8,4,,,4,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168506,San Jose,168506007,Mahayahay,,2,10,2,16,2,2,,4,4,,2,4,2,,,2,,,,,,,,,,,,,,,,PRC,
12/26/13,Surigao del Norte Chapter,1685,Dinagat Islands,168506,San Jose,168506010,San Juan,,2,10,2,16,2,2,,4,4,,2,4,2,,,2,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168504,Libjo,168504015,Llamera,,5,25,5,40,5,5,,10,10,,5,10,5,,,5,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168504,Libjo,168504012,San Antonio,,42,210,42,16,2,42,,4,4,,2,4,2,,,2,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168504,Libjo,168504001,Albor,,19,95,19,16,2,19,,4,4,,2,4,2,,,2,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168504,Libjo,168504016,Rosita,,21,105,21,8,1,21,,2,2,,1,2,1,,,1,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168507,Tubajon,168507001,Imelda,,126,630,126,56,7,126,,14,14,,7,14,7,,,7,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168507,Tubajon,168507008,San Vicente,,7,35,7,56,7,7,,14,14,,7,14,7,,,7,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168507,Tubajon,168507002,Mabini,,6,30,6,48,6,6,,12,12,,6,12,6,,,6,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168507,Tubajon,168507007,San Roque,,95,475,95,16,2,95,,4,4,,2,4,2,,,2,,,,,,,,,,,,,,,,PRC,
12/21/13,Surigao del Norte Chapter,1685,Dinagat Islands,168507,Tubajon,168507006,Roxas,,71,355,71,8,1,71,,2,2,,1,2,1,,,1,,,,,,,,,,,,,,,,PRC,
12/20/13,Surigao del Norte Chapter,1685,Dinagat Islands,168505,Loreto,168505006,Liberty,,188,940,188,1280,160,188,,320,320,,160,320,160,,,160,,,,,,,,,,,,,,,,PRC,
12/20/13,Surigao del Norte Chapter,1685,Dinagat Islands,168505,Loreto,168505004,Helene,,73,365,73,416,52,73,,104,104,,52,104,52,,,52,,,,,,,,,,,,,,,,PRC,
12/20/13,Surigao del Norte Chapter,1685,Dinagat Islands,168505,Loreto,168505008,Magsaysay,,97,485,97,344,43,97,,86,86,,43,86,43,,,43,,,,,,,,,,,,,,,,PRC,
12/20/13,Surigao del Norte Chapter,1685,Dinagat Islands,168505,Loreto,168505003,Ferdinand,,43,215,43,344,43,43,,86,86,,43,86,43,,,43,,,,,,,,,,,,,,,,PRC,
12/20/13,Surigao del Norte Chapter,1685,Dinagat Islands,168505,Loreto,168505013,San Juan,,6,30,6,48,6,6,,12,12,,6,12,6,,,6,,,,,,,,,,,,,,,,PRC,
12/20/13,Surigao del Norte Chapter,1685,Dinagat Islands,168505,Loreto,168505017,Santiago,,3,15,3,24,3,3,,6,6,,3,6,3,,,3,,,,,,,,,,,,,,,,PRC,
12/19/13,Surigao del Norte Chapter,1685,Dinagat Islands,168505,Loreto,168505002,Esperanza,,126,630,126,1008,126,126,,252,252,,126,252,126,,,126,,,,,,,,,,,,,,,,PRC,
12/19/13,Surigao del Norte Chapter,1685,Dinagat Islands,168505,Loreto,168505011,Panamaon,,97,485,97,776,97,97,,194,194,,97,194,97,,,97,,,,,,,,,,,,,,,,PRC,
12/27/13,Eastern Samar Chapter,826,Eastern Samar,82602,Balangiga,#N/A,,,865,4325,865,865,1730,865,,,,,,865,,,,1730,,,,,,,,,,,,,,,,PRC,
12/26/13,Eastern Samar Chapter,826,Eastern Samar,82602,Balangiga,#N/A,,,2104,10520,2104,2104,4208,2104,,,,,,2104,,,,4208,,,,,,,,,,,,,,,,PRC,
11/26/13,Eastern Samar Chapter,826,Eastern Samar,82602,Balangiga,82602001,Bacjao,,140,700,140,1483,802,140,,,,,,,,401,,802,,,,,,,,,,280,,,,802,NLRC,PNS,Netherlands Red Cross
11/26/13,Eastern Samar Chapter,826,Eastern Samar,82602,Balangiga,82602012,Santa Rosa,,410,2050,410,1792,648,410,,,,,,,,324,,648,,,,,,,,,,820,,,,648,NLRC,PNS,Netherlands Red Cross
11/26/13,Eastern Samar Chapter,826,Eastern Samar,82602,Balangiga,82602011,San Miguel,,687,3435,687,2100,484,687,,,,,,,,242,,484,,,,,,,,,,1374,,,,484,NLRC,PNS,Netherlands Red Cross
11/26/13,Eastern Samar Chapter,826,Eastern Samar,82602,Balangiga,#N/A,Tamangcay,,215,1075,215,736,204,215,,,,,,,,102,,204,,,,,,,,,,430,,,,204,NLRC,PNS,Netherlands Red Cross
11/25/13,Eastern Samar Chapter,826,Eastern Samar,82604,Borongan City,82604043,Punta Maria,,137,685,137,1196,432,137,,,,,,,,216,,432,,,,,,,,,,548,,,,432,ICRC,ICRC,
11/25/13,Eastern Samar Chapter,826,Eastern Samar,82604,Borongan City,82604030,Maybacong,,36,180,36,681,358,36,,,,,,,,179,,358,,,,,,,,,,144,,,,358,ICRC,ICRC,
11/25/13,Eastern Samar Chapter,826,Eastern Samar,82604,Borongan City,82604017,Campesao,,50,250,50,698,332,50,,,,,,,,166,,332,,,,,,,,,,200,,,,332,ICRC,ICRC,
